player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_epa,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_positive_epa_percent,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_epa,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_positive_epa_percent,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_epa,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_positive_epa_percent,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_epa,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_positive_epa_percent,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Ross Bowers,38380,QB,CAL,12,513,65.6,163,179,10.1,2.4,5,5,2.7,55.9,100,80,6.5,201,39.2,7,-0.16,58,,,,,54.5,63.6,81.7,,64.3,56.7,,51.1,,,2,5,210,42.8,20.0,79.4,8.0,16,5,0,9,9,6,2.9,1102,6.2,0,130,58.7,69.9,69.7,53.2,71.5,260,285,8.6,2.64,3,16,5.3,60.4,172,91,7.5,312,60.8,14,-0.02,88,,,,,68.2,71.5,83.9,,71.4,54.3,,55.3,,,5,7,329,42.0,18.7,81.0,5.4,17,9,3,14,9,11,3.3,1935,6.8,71.0,324,336,8.4,2.2,5,15,4.4,63.7,214,0,7.0,342,66.7,16,0.08,106,,,,,71.5,79.7,84.3,,79.3,54.3,,49.3,,,0,6,351,48.2,,85.1,0.0,0,4,3,4,10,10,2.8,2217,6.6,2,63.6,99,128,11.7,3.23,3,6,4.2,45.3,58,171,7.9,171,33.3,5,-0.39,40,,,,,48.2,48.2,81.2,,48.6,56.7,,56.2,,,7,6,188,30.4,19.3,67.8,19.3,33,10,0,19,8,7,3.7,820,6.4
Ben Hicks,46595,QB,SMU,13,512,67.9,162,176,11.2,2.33,5,8,4.3,60.8,107,66,2.7,195,38.1,3,0.31,76,,,,,74.7,64.3,81.7,,62.8,58.4,,68.5,,,4,4,207,50.3,19.7,115.3,6.7,13,4,1,4,16,9,4.3,1764,10.0,0,287,69.1,63.9,62.7,62.1,65.4,283,300,9.8,2.58,5,13,4.2,56.3,169,68,8.6,317,61.9,16,0.06,90,,,,,68.2,62.5,65.9,,62.0,54.3,,63.4,,,3,8,328,38.8,8.8,81.8,1.9,6,11,1,8,17,14,4.3,1803,6.0,70.5,359,368,9.8,2.2,7,19,5.0,64.4,237,0,6.3,378,73.8,16,0.34,135,,,,,77.7,75.2,69.1,,74.5,54.3,,59.7,,,0,7,389,47.4,,109.3,0.0,0,8,2,0,30,14,3.6,3029,8.2,4,48.8,86,108,12.2,3.28,3,2,1.7,36.1,39,134,7.1,134,26.2,3,-0.36,31,,,,,58.0,37.1,80.1,,34.3,58.4,,71.2,,,7,5,146,31.3,14.2,42.9,14.2,19,7,0,12,3,9,6.2,538,5.0
Daniel Jones,39395,QB,DUKE,13,509,70.0,140,154,7.1,2.45,4,5,3.0,56.5,87,66,11.2,178,35.0,11,-0.3,52,,,,,29.3,53.1,53.6,,52.6,55.9,,66.1,,,1,3,190,36.5,28.8,75.4,10.7,19,5,0,9,5,11,5.8,869,5.6,0,154,26.9,61.8,57.8,67.0,68.4,272,302,9.3,2.59,10,14,4.4,56.3,170,83,8.6,331,65.0,16,-0.09,91,,,,,29.3,61.8,84.2,,61.5,46.3,,59.8,,,9,8,346,40.2,13.3,73.0,3.3,11,18,1,10,9,19,5.5,1822,6.0,71.1,329,343,8.3,2.31,12,13,3.6,62.4,214,0,8.5,360,70.7,20,-0.04,111,,,,,62.2,64.6,84.7,,64.5,43.8,,59.1,,,0,10,375,43.3,,78.6,0.3,1,16,1,1,11,19,5.1,2141,6.2,3,60.2,83,113,9.7,3.09,2,6,4.8,38.1,43,149,14.0,149,29.3,7,-0.46,32,,,,,16.0,45.7,48.9,,44.6,,,66.3,,,10,1,161,28.2,19.5,59.2,19.5,29,7,0,18,3,11,6.8,550,4.9
Riley Ferguson,27125,QB,MEMPHIS,13,506,73.3,191,204,8.6,2.37,2,10,4.7,59.8,122,66,12.9,217,42.9,18,0.18,83,,,,,53.1,66.6,82.1,,66.2,59.0,,57.4,,,0,5,228,47.9,13.6,105.7,4.1,9,3,0,11,18,9,3.9,1691,8.3,0,218,65.0,76.3,77.3,58.8,75.8,260,271,10.3,2.7,0,9,3.1,65.3,177,64,10.2,289,57.1,20,0.4,112,,,,,76.5,82.3,45.8,,81.9,51.6,,60.4,,,0,4,308,49.5,15.6,114.4,3.5,10,8,0,11,20,13,4.2,2563,9.5,77.5,365,370,9.1,2.25,2,14,3.6,68.6,254,0,10.2,376,74.3,29,0.49,160,,,,,77.8,85.7,85.0,,84.1,50.8,,58.3,,,0,6,396,54.5,,119.6,0.0,0,5,0,3,30,14,3.5,3557,9.6,8,62.8,86,105,11.8,3.44,0,5,4.4,42.9,45,130,16.7,130,25.7,9,-0.24,35,,,,,41.9,52.0,17.8,,53.2,60.0,,60.0,,,0,3,140,32.3,14.6,78.9,14.6,19,6,0,19,8,8,5.7,697,6.6
Manny Wilkins,46604,QB,ARIZONA ST,13,506,67.4,138,151,10.6,2.63,3,4,2.5,56.3,85,85,8.6,191,37.7,8,-0.01,62,,,,,51.5,65.7,81.6,,63.9,59.3,,65.3,,,2,2,204,45.0,22.4,91.5,9.9,19,20,0,8,8,4,2.0,1100,7.3,0,110,67.6,81.0,82.1,61.3,75.1,249,263,9.4,2.74,3,19,7.0,67.7,178,88,4.8,315,62.3,9,0.04,89,,,,,76.8,87.7,83.9,,89.8,,,52.9,,,1,6,326,41.9,25.0,98.5,7.0,22,28,0,10,12,5,1.5,2167,8.2,78.3,300,309,8.4,2.3,6,18,5.7,71.5,221,0,6.0,333,65.8,14,0.3,118,,,,,77.0,90.7,84.2,,90.4,59.3,,63.5,,,0,5,342,52.0,,105.5,0.0,0,21,0,3,15,5,1.5,2550,8.3,2,51.7,87,105,14.5,3.48,0,5,4.3,40.0,42,173,6.7,173,34.2,3,-0.52,33,,,,,49.9,55.2,81.2,,56.7,,,54.3,,,3,3,188,26.0,23.7,67.8,23.7,41,27,0,15,5,4,2.1,717,6.8
Ryan Finley,46426,QB,NC STATE,13,504,71.5,137,145,9.9,2.21,1,6,3.9,59.3,86,44,12.2,153,30.4,12,0.09,59,,,,,59.9,82.9,80.6,,82.8,49.5,,53.4,,,3,3,163,46.8,11.4,95.6,3.3,5,2,0,4,9,3,1.9,1114,7.7,0,248,57.9,89.3,89.9,58.7,74.3,323,332,8.3,2.35,4,15,4.3,67.5,224,47,6.7,351,69.6,16,0.19,108,,,,66.7,69.7,90.3,84.6,,88.0,71.6,,71.4,,,0,3,368,47.3,19.1,92.7,2.6,9,7,0,5,8,9,2.4,2399,7.2,74.9,394,403,8.4,2.16,5,18,4.3,68.5,276,0,6.4,413,81.9,19,0.23,141,,,,66.7,71.4,91.3,85.5,,90.5,65.5,,65.6,,,0,4,432,50.2,,96.6,0.2,1,5,0,4,13,10,2.3,2981,7.4,1,65.2,66,74,11.2,2.97,0,3,3.7,45.9,34,91,20.9,91,18.1,9,-0.17,26,,,,,52.2,70.5,78.4,,69.6,56.3,,63.4,,,3,2,99,33.0,14.3,77.1,14.3,13,4,0,5,4,2,2.0,532,7.2
Shane Morris,46516,QB,C MICHIGAN,13,491,61.4,132,139,9.4,2.16,4,6,4.1,51.8,72,53,11.1,148,30.1,9,-0.19,43,,,,,73.5,48.6,80.3,,47.4,60.0,,70.4,,,0,7,155,35.1,13.2,67.9,4.7,7,2,0,3,8,12,7.7,817,5.9,0,134,55.5,62.7,62.8,54.8,71.7,297,312,9.4,2.31,7,23,7.0,58.3,182,91,14.6,343,69.9,31,-0.08,96,,,,,59.2,71.0,84.4,,70.6,,,56.2,,,2,10,360,39.7,19.8,90.3,5.2,18,11,0,6,19,17,4.7,2442,7.8,72.2,327,339,8.4,2.02,9,19,5.4,59.0,200,0,15.3,347,70.7,36,-0.02,100,,,,,69.2,67.5,84.4,,66.1,,,66.8,,,0,11,361,40.1,,84.3,0.3,1,5,0,3,18,16,4.4,2346,6.9,2,56.9,102,112,12.5,2.85,2,10,8.3,48.2,54,144,6.9,144,29.3,4,-0.34,39,,,,,55.1,54.7,80.2,,55.1,60.0,,56.2,,,2,6,154,34.0,16.7,80.7,16.7,24,8,0,6,9,13,8.4,913,8.2
Josh Rosen,35460,QB,UCLA,11,489,71.4,213,231,9.2,2.5,6,16,6.8,59.3,137,86,9.9,247,50.5,15,0.07,91,,,,,42.6,79.3,82.6,,78.7,54.3,,55.5,,,2,6,253,48.2,14.0,94.9,4.9,12,4,0,10,13,11,4.3,1964,8.5,1,324,50.8,82.1,83.1,50.5,78.3,212,222,8.5,2.7,3,11,4.7,65.8,146,57,12.0,242,49.5,20,0.21,79,,,,,65.2,82.2,82.6,,81.3,,,57.3,,,1,4,255,48.3,24.6,102.5,5.8,14,6,0,6,13,11,4.3,1791,8.1,77.1,332,340,8.8,2.34,6,17,4.9,67.6,230,0,10.2,346,70.8,26,0.38,137,,,,,67.4,90.3,84.4,,89.5,54.3,,59.8,,,0,7,356,54.6,,109.0,0.3,1,5,0,2,23,13,3.7,2987,8.8,7,66.7,93,113,9.0,3.22,3,10,8.2,46.9,53,143,14.5,143,29.2,9,-0.45,33,,,,,29.6,59.3,80.1,,60.0,,,53.2,,,3,3,152,32.9,17.5,67.3,17.5,25,5,0,14,3,9,5.9,768,6.8
Nick Stevens,46468,QB,COLO STATE,13,488,70.7,188,195,10.1,2.18,3,17,8.1,62.1,121,71,9.0,204,41.8,12,0.47,93,,,,,75.0,90.8,81.9,,89.7,,,73.8,,,1,3,220,55.4,7.0,117.5,2.5,5,4,0,3,19,3,1.4,1763,9.0,0,144,75.6,87.7,85.1,68.2,71.5,246,265,9.5,2.4,6,14,5.0,61.5,163,84,7.4,284,58.2,13,0.09,96,,,,,67.1,75.2,83.4,,75.2,,,54.1,,,7,7,299,47.9,8.3,86.8,2.5,7,11,0,6,10,14,4.7,2026,7.6,74.9,315,322,9.0,2.14,6,22,6.5,67.7,218,0,7.6,333,68.2,18,0.39,140,,,,,77.2,91.7,84.3,,90.9,,,69.6,,,0,3,352,56.5,,111.4,0.3,1,9,0,1,21,7,2.0,2710,8.4,4,61.3,119,138,11.9,2.67,3,9,6.0,47.8,66,155,9.6,155,31.8,7,-0.06,49,,,,,59.8,60.3,80.6,,61.3,,,51.2,,,8,7,167,39.4,7.1,72.7,7.1,11,6,0,8,8,10,6.0,1079,7.8
J'mar Smith,27005,QB,LA TECH,13,486,69.7,142,151,10.9,2.62,2,14,8.8,58.3,88,75,11.1,177,36.4,11,0.04,64,,,,16.4,48.3,75.5,81.1,,77.0,29.7,,58.1,,,2,1,187,42.9,17.3,102.9,7.3,13,13,0,5,10,7,3.7,1193,7.9,0,208,54.1,70.7,72.2,59.9,69.2,247,261,10.3,3.03,1,16,5.8,54.8,143,94,16.4,309,63.6,28,-0.02,85,,,,,76.8,65.9,65.7,,66.4,,,58.7,,,1,4,326,41.4,13.8,77.4,4.2,13,34,1,11,6,14,4.3,1778,6.8,76.1,285,291,8.5,2.44,3,19,6.3,63.9,186,0,14.3,317,65.2,31,0.17,110,,,,16.4,76.8,82.9,83.9,,83.7,29.7,,58.0,,,0,2,327,49.2,,94.5,0.3,1,24,1,2,10,10,3.1,2136,7.3,5,51.0,104,121,15.9,3.69,0,11,8.1,37.2,45,169,15.1,169,34.8,8,-0.32,39,,,,,48.1,49.0,52.9,,48.8,,,59.0,,,3,3,186,28.4,14.8,68.0,14.8,25,23,0,14,6,11,5.9,835,6.9
Clayton Thorson,46501,QB,NWESTERN,13,485,69.6,135,145,9.4,2.7,6,6,3.9,56.6,82,65,12.8,163,33.6,12,-0.05,58,,,,66.7,60.3,68.7,80.7,,68.2,87.9,,54.9,,,1,4,171,41.7,18.5,88.3,7.4,12,6,0,3,9,7,4.1,1041,7.2,1,256,76.6,66.9,63.1,69.2,73.3,277,290,8.2,2.82,5,6,2.0,62.1,180,85,11.3,322,66.4,23,-0.03,94,,,,,76.9,61.1,84.0,,59.4,54.3,,69.4,,,1,8,336,46.3,22.4,75.0,5.9,19,12,1,6,6,18,5.4,1798,6.2,76.3,317,328,8.2,2.53,9,9,2.6,65.9,216,0,10.7,335,69.1,26,0.21,121,,,,66.7,68.9,77.8,84.3,,75.2,79.0,,70.6,,,0,7,349,52.8,,91.7,0.0,0,6,1,1,13,13,3.7,2393,7.3,2,57.9,95,107,9.9,3.35,2,3,2.7,43.0,46,150,16.4,150,30.9,9,-0.59,31,,,,,73.6,36.5,80.3,,35.6,,,58.5,,,2,5,158,26.7,20.7,42.0,20.7,31,12,0,8,2,12,7.6,446,4.2
Malik Rosier,46550,QB,MIAMI FL,13,482,58.9,129,137,11.1,2.43,5,6,4.1,44.5,61,54,19.7,157,32.6,15,0.02,45,,,,24.9,60.2,61.1,80.6,,60.1,58.8,,63.1,,,2,2,166,36.3,20.4,88.0,7.0,11,9,0,1,10,7,4.2,1005,7.3,0,220,62.6,67.9,65.1,64.8,67.8,264,280,10.4,2.55,8,12,4.1,58.2,163,73,8.9,325,67.4,16,-0.1,96,,,,,68.5,66.2,84.1,,67.2,,,54.4,,,0,12,339,41.8,24.7,83.2,5.5,18,27,2,6,16,13,3.8,2114,7.6,67.4,325,337,9.8,2.25,9,10,2.8,58.8,198,0,9.6,355,73.7,21,0.13,118,,,,66.7,69.6,73.1,84.6,,72.0,89.3,,57.7,,,0,11,372,46.5,,93.2,0.3,1,17,2,1,23,13,3.5,2672,7.9,1,52.9,68,80,14.3,3.24,4,8,9.4,32.5,26,127,27.8,127,26.3,10,-0.58,23,,,,16.8,56.7,44.0,79.6,,44.7,30.4,,57.0,,,2,3,133,22.0,22.0,49.3,22.0,28,19,0,6,3,7,5.3,447,5.6
Trace McSorley,32819,QB,PENN STATE,13,481,75.4,167,178,7.8,2.56,6,6,3.3,64.0,114,58,9.5,194,40.3,12,0.18,74,,,,,74.6,76.1,30.0,,75.2,,,68.3,,,0,6,200,47.9,15.5,93.2,4.6,9,6,0,5,11,4,2.0,1333,7.5,0,266,67.7,87.4,85.4,70.8,75.7,235,251,9.0,2.96,4,13,5.1,67.3,169,85,5.1,287,59.7,9,0.28,106,,,,,67.1,88.0,83.5,,87.1,50.9,,62.2,,,1,4,293,50.9,18.8,111.2,5.6,16,18,0,11,17,4,1.4,2236,8.9,80.7,311,320,8.3,2.49,8,16,4.9,73.8,236,0,6.0,338,70.3,15,0.53,144,,,,,69.0,91.1,84.3,,90.6,50.9,,63.4,,,0,4,347,58.6,,125.4,0.0,0,15,0,1,27,5,1.4,2990,9.3,4,58.2,91,109,9.3,3.53,2,3,2.7,43.1,47,143,11.3,143,29.7,6,-0.47,36,,,,,73.2,60.5,19.6,,60.2,,,65.4,,,1,6,146,28.7,17.5,40.3,17.5,25,9,0,15,1,3,2.1,579,5.3
Brian Lewerke,34412,QB,MICH STATE,13,481,62.6,174,187,9.6,2.63,4,6,3.0,52.4,98,72,10.1,214,44.5,11,-0.09,63,,,,16.8,63.9,65.3,82.1,,66.0,29.8,,59.5,,,1,4,228,40.2,16.7,67.5,5.6,12,15,0,8,4,9,3.9,1054,5.6,1,223,36.9,68.9,65.9,67.1,72.9,225,233,9.2,2.96,1,5,2.0,64.4,150,75,8.5,267,55.5,14,0.37,101,,,,66.7,47.5,67.6,83.2,,64.3,56.2,,71.3,,,1,3,284,52.8,10.7,104.5,3.0,8,26,1,5,16,14,4.9,1748,7.5,72.0,311,317,8.6,2.34,4,7,2.1,63.7,202,0,9.8,334,69.4,22,0.24,127,,,,24.9,77.2,80.0,84.3,,78.2,30.7,,70.9,,,0,5,352,50.9,,93.8,0.0,0,17,1,1,16,10,2.8,2160,6.8,1,55.7,88,103,11.9,3.89,1,4,3.5,44.7,46,147,6.1,147,30.6,3,-0.03,37,,,,,25.9,40.8,80.4,,37.2,60.0,,62.9,,,2,2,160,38.8,13.6,70.1,13.6,20,24,0,12,4,13,8.1,642,6.2
Chase Litton,34874,QB,MARSHALL,13,472,67.2,125,136,11.1,2.42,3,11,7.7,58.1,79,60,6.0,144,30.5,5,0.17,53,,,,,73.4,75.9,80.1,,74.7,,,62.1,,,0,5,151,45.1,10.0,90.2,4.2,6,2,0,8,9,6,4.0,1075,7.9,0,214,68.4,72.9,72.8,52.1,68.5,295,307,9.7,2.65,1,18,5.5,60.9,187,82,7.4,328,69.5,15,0.07,101,,,,,68.8,70.2,84.2,,69.3,55.9,,60.9,,,0,9,346,45.7,8.5,85.6,2.1,7,12,0,11,16,13,3.8,2036,6.6,71.7,311,321,8.8,2.29,4,17,5.1,64.2,206,0,7.6,330,69.9,17,0.16,114,,,,,68.7,71.6,84.2,,70.9,55.9,,57.4,,,0,11,344,50.3,,87.7,0.3,1,6,0,6,16,14,4.1,2297,7.2,3,57.8,109,122,13.9,3.24,0,12,9.0,49.2,60,142,4.8,142,30.1,3,-0.04,40,,,,,73.5,73.2,80.2,,71.8,,,64.6,,,0,3,153,34.5,8.5,85.2,8.5,12,8,0,13,9,5,3.3,814,6.7
Kelly Bryant,34897,QB,CLEMSON,14,468,76.1,142,155,8.7,2.51,2,9,5.6,66.5,103,61,4.6,177,37.8,5,0.17,68,,,,,74.2,83.9,81.0,,80.1,,,74.4,,,3,4,184,49.2,14.8,91.1,5.1,9,13,0,8,6,3,1.6,1171,7.6,0,140,61.7,79.4,79.7,64.3,72.6,230,246,7.2,2.54,5,9,3.5,64.6,159,68,4.8,291,62.2,8,-0.01,80,,,,,67.3,73.9,83.5,,74.9,60.0,,56.3,,,1,4,304,45.4,22.1,86.0,5.2,15,29,1,9,7,5,1.6,1614,6.6,77.6,308,318,6.8,2.16,6,12,3.6,72.0,229,0,4.2,339,72.4,10,0.24,119,,,,,77.2,87.6,84.3,,86.1,,,63.8,,,0,5,354,53.4,,97.7,0.0,0,20,1,3,11,4,1.1,2335,7.3,2,56.3,64,83,12.4,3.5,1,6,6.8,39.8,33,129,8.3,129,27.6,3,-0.42,29,,,,,56.7,57.7,79.6,,55.6,60.0,,62.7,,,4,3,134,29.5,18.6,50.8,18.6,24,22,0,14,2,4,3.0,450,5.4
Brandon Silvers,46483,QB,TROY,13,468,71.5,123,127,7.9,1.98,1,11,7.9,59.8,76,30,13.6,133,28.4,12,0.19,46,,,,,73.3,83.6,80.0,,82.6,51.6,,,,,1,0,146,43.6,16.7,109.6,3.8,5,0,1,1,9,3,2.1,1036,8.2,0,318,69.8,80.1,80.9,50.9,74.8,302,318,7.4,2.2,2,12,3.6,65.1,207,65,8.4,335,71.6,19,0.04,107,,,,66.7,69.0,75.5,84.3,,76.1,60.8,,39.8,,,2,7,353,43.3,16.9,84.9,3.3,11,5,1,11,8,8,2.3,2242,7.1,78.3,359,367,6.7,1.93,3,21,5.4,70.0,257,0,8.5,373,79.7,24,0.28,137,,,,66.7,70.2,87.3,84.9,,86.9,54.6,,40.6,,,0,6,395,49.3,,102.8,0.0,0,4,2,3,17,9,2.3,2973,8.1,0,50.0,66,78,12.2,2.97,0,2,2.3,33.3,26,95,21.2,95,20.3,7,-0.69,16,,,,,72.0,54.4,78.5,,54.8,60.0,,57.3,,,3,1,104,20.0,16.8,40.8,16.8,16,1,0,9,0,2,1.9,305,3.9
Baker Mayfield,46518,QB,OKLAHOMA,14,462,76.9,130,139,10.7,2.89,1,13,9.0,65.5,91,57,9.0,158,34.2,9,0.49,63,,,,66.7,59.8,91.7,80.5,,91.3,82.1,,60.8,,,1,1,164,52.5,15.8,142.9,5.7,9,9,0,7,18,5,3.0,1657,11.9,0,261,65.5,94.5,94.4,67.4,82.4,262,267,11.4,2.99,1,18,6.5,73.0,195,71,9.7,304,65.8,21,0.48,140,,,,,68.0,94.7,83.7,,94.0,60.0,,68.8,,,0,5,315,57.6,23.9,132.8,5.6,17,16,1,3,25,10,3.2,2977,11.1,83.5,315,318,10.5,2.52,2,25,7.5,75.8,241,0,8.4,334,72.3,22,0.74,165,,,,,68.8,96.1,84.3,,95.5,54.3,,63.2,,,0,4,348,62.6,,143.9,0.0,0,11,1,0,32,11,3.2,3840,12.1,3,68.8,77,88,14.0,4.09,0,6,6.7,51.1,45,128,15.1,128,27.7,8,-0.18,38,,,,66.7,56.9,78.2,79.6,,74.9,88.3,,67.6,,,1,2,131,38.3,20.3,112.4,20.3,26,14,0,10,11,4,3.1,794,9.0
Jake Bentley,40788,QB,S CAROLINA,13,458,61.2,121,134,9.1,2.35,7,3,2.1,53.7,72,66,2.7,159,34.7,2,-0.23,45,,,,,73.7,65.8,80.5,,65.5,,,58.7,,,1,3,165,36.5,27.3,85.1,11.3,18,7,0,5,8,4,2.4,891,6.6,0,289,61.3,66.3,67.2,51.8,73.7,247,263,8.7,2.52,6,12,4.4,65.8,173,73,4.9,299,65.3,9,0.09,89,,,,,67.5,64.9,83.6,,66.7,54.3,,51.2,,,2,9,310,45.5,17.8,85.5,4.3,13,23,2,6,10,11,3.5,1904,7.2,73.1,286,301,8.4,2.22,10,12,3.8,66.1,199,0,4.8,319,69.7,10,0.09,99,,,,,76.9,69.8,84.0,,72.0,54.3,,45.9,,,0,7,332,45.8,,93.2,0.0,0,18,2,3,14,10,3.0,2183,7.3,3,57.3,82,96,10.2,3.01,3,3,3.0,47.9,46,139,2.1,139,30.3,1,-0.28,35,,,,,57.3,56.0,79.9,,54.2,,,63.9,,,3,5,143,34.5,22.3,60.8,22.3,31,12,0,8,4,5,3.5,612,6.4
Hayden Moore,46410,QB,CINCINNATI,12,458,68.7,131,143,7.7,2.21,3,2,1.3,54.5,78,66,13.3,158,34.5,12,-0.07,50,,,,,26.5,66.0,80.6,,64.6,,,66.6,,,1,4,168,38.6,16.7,81.7,7.0,11,4,0,8,9,10,6.0,851,6.0,0,138,48.4,69.7,65.4,71.6,66.7,264,280,9.8,2.39,2,17,5.7,57.5,161,57,8.5,300,65.5,15,-0.01,82,,,,66.7,66.0,66.6,83.8,,64.8,66.0,,66.8,,,2,5,317,40.7,7.0,81.1,1.3,4,15,0,12,11,14,4.4,1711,6.1,71.0,314,324,8.2,2.13,5,15,4.4,62.3,202,0,9.4,335,73.1,21,0.1,107,,,,66.7,67.4,75.8,84.3,,72.7,66.0,,76.8,,,0,7,354,44.8,,88.3,0.0,0,10,0,5,16,14,4.0,2081,6.4,4,53.1,81,99,12.5,2.88,0,4,3.8,37.4,37,123,14.0,123,26.9,6,-0.39,25,,,,,23.6,45.8,79.5,,46.2,,,55.7,,,3,2,131,26.8,12.2,58.5,12.2,15,9,0,15,4,10,7.6,481,4.9
Dru Brown,38491,QB,HAWAII,12,457,64.5,121,128,11.3,2.51,3,8,5.9,54.7,70,54,10.3,141,30.9,8,-0.1,51,,,,,40.0,61.0,80.1,,60.6,,,59.9,,,1,5,149,40.4,18.5,75.4,7.1,10,3,0,3,5,10,6.7,951,7.4,0,180,39.5,72.2,71.2,58.6,74.2,271,284,8.7,2.82,3,10,3.3,64.8,184,71,8.5,316,69.1,17,-0.03,81,,,,,49.4,75.0,84.0,,75.0,,,53.3,,,1,3,333,42.4,28.2,93.8,6.3,20,10,0,9,13,10,3.0,1834,6.5,71.2,316,323,9.4,2.42,4,11,3.3,63.2,204,0,9.3,332,72.6,21,0.13,104,,,,,77.1,74.8,84.2,,74.0,,,56.4,,,0,6,344,45.5,,86.3,0.0,0,7,0,3,11,11,3.2,2172,6.7,1,71.1,76,89,10.0,3.51,2,7,7.0,56.2,50,125,7.4,125,27.4,4,-0.55,28,,,,,19.6,59.2,79.7,,59.9,,,54.8,,,2,2,138,32.0,24.0,94.5,24.0,30,6,0,9,7,9,6.5,613,6.9
