player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ross Bowers,38380,QB,CAL,12,10.14,0,513,130,66.6,383,424,10.5,2.62,8,21,4.7,55.4,235,170,7.8,472,92.0,20,-0.08,139,,,,,57.1,69.2,74.1,,69.0,50.0,,53.2,,,,7,12,497,41.7,19.4,78.7,7.0,33,14,3,23,18,17,3.4,2860,6.7,66.6,335,368,9.9,2.62,6,19,4.9,56.5,208,145,6.7,413,80.5,15,-0.12,118,,,,,54.4,66.6,72.7,,65.8,,,55.7,,,,6,11,437,40.9,20.7,77.9,7.3,30,13,3,18,15,16,3.7,2433,6.6,79.5,88,96,6.5,2.25,2,2,2.1,66.7,64,26,8.6,100,19.5,6,0.08,28,,,,,71.9,76.8,78.5,,78.5,50.0,,50.0,,,,1,1,102,48.0,11.5,89.9,3.0,3,1,0,5,3,1,1.0,604,6.3,0,95.0,40,40,-3.6,1.63,0,0,0.0,92.5,37,1,2.6,41,8.0,1,-0.11,7,,,,,69.1,70.3,74.9,,69.8,,,,,,,0,0,42,48.8,0.0,85.1,0.0,0,0,0,0,0,0,0.0,177,4.4,-0.32
Ben Hicks,46595,QB,SMU,13,7.4,0,512,287,61.0,377,406,12.5,2.64,10,21,4.9,53.0,215,129,6.5,440,85.9,15,0.18,148,,,,,73.7,63.1,65.3,,62.0,53.0,,62.1,,,,7,12,461,43.6,14.0,93.1,4.1,18,15,2,10,32,22,4.8,3209,7.9,64.6,297,322,9.7,2.58,8,11,3.3,55.6,179,99,6.8,352,68.8,13,0.08,110,,,,,64.0,57.6,62.2,,56.0,53.0,,62.1,,,,5,11,366,40.6,13.1,84.0,3.7,13,15,2,10,21,17,4.6,2172,6.7,69.6,148,154,11.5,2.27,2,10,6.1,63.0,97,35,5.8,160,31.3,6,0.3,56,,,,,73.9,74.5,80.7,,73.3,,,,,,,2,1,169,48.8,17.1,115.6,3.8,6,0,0,2,12,6,3.6,1395,9.1,0,95.6,68,70,-1.9,1.5,0,0,0.0,87.1,61,5,6.2,72,14.1,4,-0.03,18,,,,,46.1,66.1,77.1,,65.5,,,,,,,0,0,74,40.3,20.0,92.7,1.4,1,0,0,2,1,1,1.4,358,5.1,2.31
Daniel Jones,39395,QB,DUKE,13,-3.62,0,509,154,65.4,358,399,10.3,2.69,13,19,4.5,52.6,210,147,10.3,452,88.8,24,-0.17,132,,,,,27.2,61.4,66.4,,57.1,43.8,,67.0,,,,10,11,477,38.9,20.4,70.2,6.6,30,23,1,17,12,29,6.1,2465,6.2,70.8,291,324,7.0,2.44,11,10,2.9,57.4,186,116,9.7,362,71.1,20,-0.22,97,,,,,28.2,61.4,63.5,,55.3,48.7,,68.9,,,,9,9,381,36.7,23.3,67.8,7.5,27,11,1,12,6,19,5.0,1813,5.6,64.5,121,132,12.3,2.8,3,9,6.5,53.8,71,33,9.0,147,28.9,7,-0.02,46,,,,,30.0,62.1,80.3,,63.6,54.3,,54.1,,,,1,2,155,44.2,9.1,88.5,2.0,3,12,0,7,8,11,7.1,878,6.7,0,92.6,54,57,-3.1,1.35,1,0,0.0,82.5,47,2,6.0,57,11.2,3,-0.09,11,,,,,41.1,63.9,76.2,,63.4,,,,,,,0,0,59,38.6,0.0,94.9,0.0,0,0,0,2,2,1,1.7,226,4.0,1.05
Riley Ferguson,27125,QB,MEMPHIS,13,5.23,0,506,218,70.5,359,380,12.7,2.71,1,19,4.7,59.5,226,125,10.7,411,81.2,27,0.33,171,,,,,61.9,76.4,26.2,,77.8,49.7,,58.8,,,,0,9,439,50.6,15.2,109.8,4.6,19,11,0,20,33,22,5.0,3563,9.4,73.6,276,289,9.2,2.5,1,9,3.0,60.9,176,80,13.3,314,62.1,27,0.24,109,,,,,64.9,71.5,21.2,,73.9,60.0,,57.7,,,,0,4,331,45.5,17.5,104.8,4.5,14,10,0,12,21,9,2.7,2324,8.0,76.6,175,186,10.3,2.66,1,10,5.0,66.1,123,50,8.2,192,37.9,11,0.41,86,,,,,62.9,78.1,81.6,,76.6,50.8,,64.0,,,,0,5,205,54.2,10.0,119.7,2.6,5,1,0,10,17,13,6.3,1930,10.4,0,91.3,92,95,-2.6,1.92,1,0,0.0,76.8,73,5,13.1,95,18.8,11,0.17,24,,,,,71.8,67.1,78.2,,66.5,,,,,,,0,0,97,41.1,0.0,114.0,0.0,0,0,0,2,5,0,0.0,691,7.3,2.34
Manny Wilkins,46604,QB,ARIZONA ST,13,-2.93,0,506,110,65.4,295,321,13.6,2.97,6,23,6.8,56.1,180,164,6.7,410,81.0,13,0.06,131,,,,,64.9,80.2,73.7,,82.0,59.3,,60.7,,,,3,7,430,43.2,25.0,97.1,10.0,41,47,0,17,20,8,1.9,2823,8.8,72.6,281,300,8.7,2.65,5,16,5.1,64.3,193,129,5.4,369,72.9,11,0.01,111,,,,,68.0,78.6,72.7,,80.0,,,61.1,,,,1,4,386,42.8,26.4,97.4,9.2,34,33,0,13,14,6,1.6,2280,7.6,71.7,106,114,12.6,2.84,1,7,5.8,61.4,70,44,7.9,137,27.1,6,0.07,40,,,,,62.6,78.1,80.0,,78.4,59.3,,61.2,,,,2,4,144,43.8,15.9,92.3,5.1,7,15,0,5,6,3,2.1,987,8.7,0,94.6,92,93,-2.4,1.57,0,0,0.0,89.2,83,9,4.6,96,19.0,4,-0.15,20,,,,,71.9,74.0,78.3,,72.2,,,64.3,,,,0,1,100,42.7,0.0,82.1,0.0,0,1,0,1,0,1,1.0,444,4.8,1.06
Ryan Finley,46426,QB,NC STATE,13,6.81,0,504,248,68.8,385,401,11.1,2.47,5,21,4.9,60.3,242,88,8.7,426,84.5,23,0.2,151,,,,66.7,54.9,89.5,82.7,,90.1,62.5,,58.7,,,,3,5,452,48.2,15.9,92.0,3.3,14,9,0,8,15,12,2.7,3113,7.8,72.2,352,363,8.8,2.28,4,18,4.7,63.4,230,71,9.4,386,76.6,24,0.11,126,,,,66.7,59.1,89.8,82.0,,90.3,67.5,,58.7,,,,1,5,406,44.4,15.5,87.5,2.8,11,9,0,6,10,8,2.0,2545,7.0,77.8,108,114,8.5,2.4,1,3,2.5,70.2,80,20,4.8,118,23.4,4,0.31,41,,,,,56.0,74.6,79.4,,73.9,54.3,,,,,,2,1,125,55.9,15.0,112.8,2.5,3,0,0,3,7,4,3.2,968,8.5,0,97.3,75,76,-3.2,1.43,0,0,0.0,89.5,68,3,6.8,78,15.5,5,-0.07,16,,,,,71.1,72.0,77.4,,71.3,,,,,,,0,1,79,41.0,0.0,91.9,0.0,0,0,0,1,2,0,0.0,400,5.3,1.48
Shane Morris,46516,QB,C MICHIGAN,13,-2.73,0,491,134,64.3,367,388,11.4,2.4,10,29,7.1,51.5,200,137,15.3,428,87.2,36,-0.11,125,,,,,52.8,61.4,72.3,,61.5,60.0,,54.8,,,,2,17,450,39.0,18.2,79.3,5.8,25,13,0,9,24,28,6.2,2975,7.7,68.4,342,355,9.3,2.28,5,25,6.7,56.9,202,120,13.7,388,79.0,32,-0.12,115,,,,,50.8,62.9,71.3,,63.5,60.0,,53.9,,,,2,16,408,39.2,18.3,83.5,5.7,22,9,0,6,24,26,6.4,2577,7.3,69.0,87,96,9.9,2.2,6,4,4.0,54.2,52,24,13.3,103,21.0,8,-0.1,24,,,,,72.1,60.8,78.6,,59.7,,,63.5,,,,0,1,107,35.0,12.5,82.9,2.9,3,4,0,3,3,3,2.8,682,7.1,0,93.5,62,63,-2.7,1.35,1,0,0.0,85.7,54,7,6.9,63,12.8,4,-0.17,14,,,,,70.5,69.7,76.6,,69.1,,,,,,,0,0,65,33.3,0.0,101.3,0.0,0,0,0,0,3,1,1.5,284,4.5,-0.16
Josh Rosen,35460,QB,UCLA,11,1.32,0,489,324,72.3,368,395,10.5,2.73,9,27,6.5,59.7,236,133,11.3,431,88.1,30,0.14,154,,,,,47.7,82.4,61.5,,83.6,54.3,,50.5,,,,3,10,450,47.6,19.5,99.0,6.0,26,10,0,15,26,21,4.7,3388,8.6,74.7,289,311,7.6,2.51,8,10,3.1,62.1,193,102,10.6,336,68.7,23,0.18,113,,,,,57.8,77.8,57.2,,79.8,54.3,,51.3,,,,3,4,345,48.8,15.7,94.8,4.8,16,9,0,11,15,9,2.6,2261,7.3,75.0,136,142,11.5,2.8,1,17,11.2,63.4,90,41,11.8,153,31.3,12,0.04,57,,,,,42.6,81.6,80.5,,80.6,,,57.3,,,,0,6,163,47.1,24.4,107.0,6.5,10,1,0,5,11,13,8.0,1494,10.5,0,91.2,57,58,-1.9,1.64,0,0,0.0,81.0,47,10,9.6,58,11.9,5,0.14,16,,,,,70.1,67.4,76.2,,66.8,,,,,,,0,0,58,53.4,0.0,93.0,0.0,0,0,0,1,0,1,1.7,367,6.3,3.25
Nick Stevens,46468,QB,COLO STATE,13,-6.89,0,488,144,66.4,357,380,12.4,2.46,6,31,7.6,56.8,216,145,8.9,406,83.2,21,0.24,161,,,,,74.2,88.5,82.9,,86.1,,,68.2,,,,8,10,435,50.2,7.6,96.3,2.7,11,15,0,9,27,17,3.9,3115,8.2,75.6,279,301,8.3,2.23,7,17,5.3,64.1,193,94,8.5,320,65.6,18,0.29,125,,,,,72.2,85.8,81.5,,83.6,,,68.0,,,,8,7,340,50.6,9.6,103.3,2.8,9,9,0,7,20,12,3.5,2551,8.5,63.2,155,159,12.3,2.46,2,14,8.2,57.2,91,61,7.1,168,34.4,7,0.16,64,,,,,74.1,80.7,80.9,,79.3,,,63.4,,,,0,3,179,51.8,4.9,93.2,1.8,3,6,0,2,9,5,2.8,1238,7.8,0,93.5,77,80,-2.5,1.57,3,0,0.0,85.0,68,10,5.6,82,16.8,4,0.29,28,,,,,71.3,68.2,77.6,,67.6,,,,,,,0,0,84,54.9,10.0,110.1,1.2,1,0,0,0,2,0,0.0,674,8.4,-0.69
J'mar Smith,27005,QB,LA TECH,13,-4.1,0,486,208,65.0,329,350,13.0,3.07,3,30,8.0,51.4,180,166,15.9,423,87.0,34,0.03,135,,,,16.4,51.3,70.5,49.3,,72.0,29.7,,60.3,,,,3,5,450,42.6,15.7,84.1,6.1,26,46,1,14,14,21,4.7,2667,7.6,70.7,317,338,9.6,2.84,3,22,6.1,56.8,192,137,14.3,405,83.3,32,-0.01,128,,,,,50.2,72.6,48.3,,73.7,,,60.9,,,,3,4,428,42.2,17.5,83.9,5.9,24,42,1,14,10,14,3.3,2393,7.1,63.9,72,74,14.6,3.06,0,8,10.3,52.7,39,32,15.2,81,16.7,7,0.05,21,,,,16.4,71.4,58.8,77.7,,62.1,29.7,,53.4,,,,0,1,85,40.7,6.3,99.9,2.5,2,5,0,2,6,7,8.2,578,7.8,0,93.3,60,62,-3.1,1.61,0,0,0.0,82.3,51,3,8.9,63,13.0,5,-0.2,14,,,,,70.4,66.4,76.5,,67.1,,,57.0,,,,0,0,63,38.1,0.0,97.8,0.0,0,1,0,2,2,0,0.0,304,4.9,0.73
Clayton Thorson,46501,QB,NWESTERN,13,3.38,0,485,256,71.3,390,411,9.3,2.82,10,12,2.8,59.4,244,146,12.2,461,95.1,34,0.0,150,,,,66.7,76.3,68.7,74.1,,64.9,79.0,,69.2,,,,2,12,482,46.2,21.2,79.6,6.7,31,18,1,8,15,24,5.0,2768,6.7,71.9,324,346,7.6,2.83,11,8,2.2,59.5,206,127,11.6,392,80.8,27,-0.09,115,,,,,75.1,66.9,72.5,,63.1,54.3,,69.2,,,,1,11,412,44.1,22.0,71.7,7.1,28,18,1,9,9,19,4.6,2040,5.9,72.7,88,89,12.5,2.61,0,4,4.4,62.9,56,23,12.5,93,19.2,8,0.19,37,,,,66.7,71.8,63.5,78.2,,61.6,87.9,,,,,,1,1,95,47.3,13.0,109.7,3.2,3,0,0,0,6,6,6.3,799,9.0,0,86.4,22,24,-2.9,2.04,1,0,0.0,75.0,18,4,5.3,24,4.9,1,-0.68,2,,,,,67.7,40.1,73.1,,40.1,,,,,,,0,0,25,16.7,0.0,77.1,0.0,0,0,0,1,0,1,4.0,71,3.0,3.08
Malik Rosier,46550,QB,MIAMI FL,13,-0.94,0,482,220,59.3,324,346,13.4,2.68,12,18,4.9,47.4,164,122,14.6,411,85.3,28,-0.06,119,,,,24.9,60.2,67.7,80.5,,64.8,58.8,,64.8,,,,2,13,432,38.4,23.8,83.6,7.1,29,36,2,6,26,19,4.4,2712,7.8,66.8,298,317,9.7,2.43,12,12,3.6,53.9,171,91,14.1,361,74.9,28,-0.06,100,,,,24.9,58.1,65.8,79.6,,63.5,58.8,,63.0,,,,2,9,376,39.6,23.1,84.1,5.8,21,23,2,3,18,12,3.2,2283,7.2,58.9,95,100,13.4,2.73,1,6,5.6,53.0,53,36,5.4,121,25.1,3,-0.05,41,,,,,72.8,69.6,79.5,,67.0,,,68.1,,,,0,5,129,41.3,22.2,86.9,6.6,8,13,0,4,8,8,6.2,836,8.4,0,91.3,69,71,-2.7,1.53,1,0,0.0,84.5,60,5,4.8,71,14.7,3,-0.02,22,,,,,70.8,64.7,77.0,,64.1,,,,,,,0,1,73,49.3,0.0,84.7,0.0,0,0,0,1,0,1,1.4,407,5.7,1.16
Trace McSorley,32819,QB,PENN STATE,13,-3.62,0,481,266,72.8,353,378,10.2,2.91,8,19,4.9,62.4,236,141,8.2,430,89.4,21,0.23,165,,,,,66.4,88.0,62.8,,86.3,50.9,,70.8,,,,1,10,441,49.5,17.7,101.0,5.8,25,24,0,16,25,7,1.6,3256,8.6,76.7,275,292,8.7,2.87,5,17,5.7,67.1,196,113,7.1,329,68.4,15,0.31,129,,,,,63.4,90.0,58.7,,89.2,,,71.0,,,,1,7,337,50.8,16.8,104.8,5.8,19,17,0,11,18,5,1.5,2535,8.7,73.2,127,137,8.1,2.64,5,2,1.4,63.5,87,30,6.5,152,31.6,6,0.08,51,,,,,73.5,69.9,80.5,,69.5,50.9,,61.2,,,,0,3,156,47.4,20.0,101.7,3.9,6,7,0,5,10,3,1.9,1034,7.5,0,95.9,49,51,-3.5,1.89,2,0,0.0,92.2,47,2,0.0,51,10.6,0,0.25,15,,,,,69.8,65.9,75.7,,65.4,,,,,,,0,0,52,51.0,0.0,111.8,0.0,0,0,0,0,3,1,1.9,313,6.1,-1.13
Brian Lewerke,34412,QB,MICH STATE,13,-6.77,0,481,223,65.4,358,379,10.8,2.95,5,11,2.7,55.9,212,147,9.4,440,91.5,22,0.18,153,,,,16.8,34.2,68.7,82.3,,65.5,29.9,,67.1,,,,2,7,469,48.0,13.6,84.8,4.5,20,41,1,13,18,23,4.9,2545,6.7,69.8,301,318,8.5,2.75,5,9,2.7,60.7,193,115,8.1,367,76.3,17,0.19,132,,,,24.9,34.9,70.5,81.2,,67.6,30.8,,67.1,,,,2,4,389,49.0,14.8,91.0,4.6,17,32,1,9,15,16,4.1,2125,6.7,64.3,98,102,11.9,3.02,0,2,1.8,53.9,55,32,12.7,114,23.7,8,0.08,32,,,,,55.3,60.5,79.2,,59.6,,,62.0,,,,0,3,123,41.2,9.4,78.8,2.6,3,9,0,4,5,7,5.7,677,6.6,0,95.1,41,41,-3.3,1.37,0,0,0.0,87.8,36,0,7.7,41,8.5,3,-0.04,11,,,,66.7,69.4,65.4,75.1,,65.4,57.4,,,,,,0,0,43,39.0,,109.0,0.0,0,0,0,0,2,0,0.0,257,6.3,-0.04
Chase Litton,34874,QB,MARSHALL,13,-6.11,0,472,214,65.6,381,404,11.5,2.67,4,29,6.8,57.2,231,141,7.6,431,91.3,19,0.13,145,,,,,67.3,72.4,82.1,,72.4,55.9,,52.1,,,,0,14,456,45.7,9.2,86.1,3.0,13,14,0,19,25,19,4.2,2924,7.2,70.5,302,319,9.0,2.46,4,16,4.7,61.8,197,95,7.5,340,72.0,16,0.07,109,,,,,64.2,71.1,80.7,,70.6,55.9,,54.8,,,,0,10,359,46.5,11.6,82.0,3.2,11,8,0,13,13,12,3.3,2139,6.7,61.9,118,124,13.1,2.87,0,13,10.0,55.6,69,47,5.5,132,28.0,4,0.18,45,,,,,73.1,71.6,79.7,,72.6,,,51.6,,,,0,4,138,43.2,4.3,99.9,1.5,2,6,0,6,12,7,5.1,972,7.8,0,92.3,39,39,-2.9,1.64,0,0,0.0,89.7,35,1,2.8,41,8.7,1,-0.22,9,,,,,69.1,69.2,74.9,,68.7,,,,,,,0,0,41,43.9,0.0,86.6,0.0,0,0,0,0,0,0,0.0,187,4.8,1.13
Kelly Bryant,34897,QB,CLEMSON,14,6.46,0,468,140,69.0,297,325,10.6,2.72,6,18,5.3,60.0,195,125,4.9,391,83.5,10,0.1,135,,,,,59.2,81.0,89.2,,82.2,60.0,,64.3,,,,4,8,409,48.8,19.2,83.9,6.1,24,42,1,17,11,6,1.5,2403,7.4,72.8,287,310,7.0,2.48,5,14,4.3,63.9,198,103,5.3,361,77.1,11,0.02,108,,,,,58.1,73.8,89.0,,73.7,,,63.2,,,,4,5,376,46.0,19.4,84.4,5.5,20,31,1,13,9,7,1.9,1942,6.3,77.6,85,91,10.4,2.69,2,4,4.2,70.3,64,26,3.0,107,22.9,2,0.19,40,,,,,72.3,88.3,78.8,,86.6,60.0,,68.0,,,,0,3,112,49.5,15.4,100.2,3.7,4,11,0,4,4,1,0.9,843,9.3,0,93.3,75,76,-3.5,1.54,1,0,0.0,88.2,67,4,4.3,77,16.5,3,-0.14,13,,,,,71.1,58.9,77.4,,58.5,,,,,,,0,0,79,36.4,0.0,96.4,0.0,0,0,0,0,2,2,2.5,382,5.0,3.0
Brandon Silvers,46483,QB,TROY,13,5.47,0,468,318,67.1,322,340,10.6,2.35,3,23,6.3,55.6,189,90,12.5,362,77.4,27,0.0,114,,,,66.7,66.9,79.8,88.9,,81.1,53.7,,50.9,,,,3,7,389,41.2,17.8,83.9,4.4,16,5,2,10,14,10,2.6,2478,7.3,73.0,296,310,7.3,2.16,2,18,5.5,61.9,192,71,11.1,330,70.5,24,0.04,101,,,,,65.6,80.2,88.5,,82.0,60.0,,50.9,,,,2,4,349,40.6,18.3,83.4,3.9,13,5,2,8,7,9,2.6,2050,6.6,76.0,129,135,8.2,2.09,1,5,3.4,67.4,91,24,7.1,138,29.5,7,0.21,52,,,,66.7,73.5,71.9,80.1,,71.3,54.6,,,,,,1,3,150,50.0,12.5,111.6,2.2,3,0,0,4,10,2,1.3,1228,9.1,0,95.1,103,105,-1.9,1.43,0,0,0.0,89.5,94,5,4.1,106,22.6,4,0.38,39,,,,,72.2,71.4,78.7,,70.6,,,,,,,0,0,110,50.9,0.0,107.9,0.0,0,0,0,2,3,1,0.9,800,7.6,2.49
Baker Mayfield,46518,QB,OKLAHOMA,14,4.11,0,462,261,76.7,317,330,14.5,3.26,1,31,9.0,66.4,219,124,9.9,382,82.7,24,0.51,182,,,,66.7,62.9,94.9,80.8,,94.9,79.6,,67.4,,,,1,6,397,55.8,20.2,141.1,6.5,25,25,1,10,39,15,3.8,4107,12.4,78.1,210,216,9.7,2.78,2,12,5.4,68.5,148,70,9.8,250,54.1,16,0.29,104,,,,,56.8,88.9,78.3,,88.5,,,67.8,,,,1,6,259,49.6,21.4,115.8,6.0,15,14,1,2,18,13,5.0,2095,9.7,83.5,182,190,12.8,3.16,0,19,9.6,72.6,138,58,9.2,212,45.9,14,0.71,99,,,,66.7,75.0,96.5,82.0,,96.0,79.6,,61.6,,,,0,0,220,63.2,19.0,154.3,5.2,11,11,0,8,25,2,0.9,2539,13.4,0,97.3,75,76,-2.7,1.52,1,0,0.0,88.2,67,4,8.2,80,17.3,6,0.35,21,,,,,71.2,72.3,77.5,,71.6,,,,,,,0,0,82,56.3,25.0,113.1,1.3,1,0,0,0,4,0,0.0,527,6.9,3.66
Jake Bentley,40788,QB,S CAROLINA,13,4.87,0,458,289,66.5,313,340,10.7,2.59,12,15,4.2,58.2,198,131,4.8,401,87.6,10,-0.03,123,,,,,59.1,65.6,88.9,,66.7,54.3,,51.8,,,,3,12,417,42.1,23.7,84.0,7.7,31,30,2,10,18,15,3.6,2486,7.3,68.4,275,296,8.6,2.46,10,8,2.6,60.5,179,104,4.8,345,75.3,9,-0.08,92,,,,,56.4,58.4,88.4,,59.6,54.3,,49.2,,,,2,10,360,40.0,25.0,77.6,7.5,26,23,2,7,11,13,3.6,1905,6.4,73.1,93,101,9.7,2.47,3,7,6.8,65.3,66,35,2.9,113,24.7,2,0.17,42,,,,,72.4,83.7,78.9,,82.4,,,64.6,,,,1,2,115,49.6,14.3,108.1,4.4,5,7,0,4,7,2,1.7,890,8.8,0,87.3,55,57,-2.0,1.58,1,0,0.0,82.5,47,8,2.1,57,12.4,1,0.05,11,,,,,70.1,66.5,76.2,,66.0,,,,,,,0,0,58,43.9,0.0,89.3,0.0,0,0,0,1,0,0,0.0,309,5.4,2.37
Hayden Moore,46410,QB,CINCINNATI,12,2.46,0,458,138,62.7,332,360,11.2,2.45,5,19,4.9,51.1,184,118,11.5,394,86.0,24,-0.02,119,,,,66.7,45.0,70.0,70.2,,65.5,66.0,,71.6,,,,3,8,420,39.6,11.9,79.0,3.6,14,19,0,20,19,23,5.5,2244,6.2,66.0,297,315,9.2,2.39,1,12,3.6,55.9,176,100,10.2,345,75.3,20,-0.02,96,,,,66.7,56.5,66.9,68.7,,61.6,66.0,,71.7,,,,3,8,367,40.3,15.0,80.6,4.3,15,15,0,14,16,21,5.7,1935,6.1,71.4,98,108,8.7,2.14,4,7,6.2,58.3,63,23,10.0,113,24.7,7,-0.05,36,,,,,33.1,73.7,79.0,,72.8,,,61.5,,,,0,1,118,38.9,0.0,83.4,0.0,0,4,0,6,4,3,2.5,627,5.8,0,92.1,63,63,-2.0,1.6,0,0,0.0,87.3,55,5,5.2,64,14.0,3,-0.1,13,,,,,70.5,62.5,76.6,,62.0,,,,,,,0,1,65,42.2,20.0,86.4,1.6,1,0,0,0,1,1,1.5,318,5.0,-0.33
Dru Brown,38491,QB,HAWAII,12,-4.51,0,457,180,68.5,359,379,10.6,2.83,6,18,4.5,58.8,223,125,9.3,424,92.8,23,-0.05,127,,,,,37.1,71.7,80.8,,70.7,,,58.6,,,,2,8,447,42.5,24.0,87.3,7.1,30,13,0,12,18,20,4.5,2650,7.0,72.0,318,331,8.4,2.66,4,13,3.7,62.5,207,103,9.6,374,81.8,22,-0.13,98,,,,,40.0,72.0,79.9,,71.2,,,58.6,,,,2,7,393,39.6,27.2,81.6,7.5,28,13,0,7,11,14,3.6,1996,6.0,67.6,74,81,14.3,3.0,2,5,5.7,58.0,47,22,6.0,83,18.2,3,0.29,34,,,,,49.7,67.1,77.9,,66.4,,,,,,,0,1,89,51.8,9.1,114.7,2.4,2,0,0,5,7,6,6.7,789,9.7,0,100.0,33,33,-2.0,1.37,0,0,0.0,93.9,31,0,6.1,33,7.2,2,-0.18,5,,,,,68.6,68.9,74.3,,68.4,,,,,,,0,0,35,33.3,,83.7,0.0,0,0,0,0,0,0,0.0,135,4.1,3.71
