canonical_name,join_name,draft_season,colleges,pff_player_id,final_grades_grades_pass,final_grades_grades_offense,final_grades_accuracy_percent,final_grades_btt_rate,final_grades_twp_rate,final_grades_ypa,final_grades_avg_depth_of_target,final_grades_avg_time_to_throw,final_grades_completion_percent,final_grades_sack_percent,final_grades_pressure_to_sack_rate,final_grades_positive_epa_percent,final_grades_epa,final_grades_dropbacks,final_grades_qb_rating,career_grades_grades_pass,career_grades_grades_offense,career_grades_accuracy_percent,career_grades_btt_rate,career_grades_twp_rate,career_grades_ypa,career_grades_avg_depth_of_target,career_grades_avg_time_to_throw,career_grades_completion_percent,career_grades_sack_percent,career_grades_pressure_to_sack_rate,career_grades_positive_epa_percent,career_grades_epa,career_grades_dropbacks,career_grades_qb_rating,final_pressure_pressure_accuracy_percent,final_pressure_pressure_grades_pass,final_pressure_pressure_twp_rate,final_pressure_pressure_sack_percent,final_pressure_no_pressure_accuracy_percent,final_pressure_no_pressure_grades_pass,final_pressure_blitz_accuracy_percent,final_pressure_blitz_grades_pass,final_depth_deep_attempts_percent,final_depth_deep_accuracy_percent,final_depth_deep_btt_rate,final_depth_deep_ypa,final_depth_medium_accuracy_percent,final_depth_short_accuracy_percent,final_average_ppa_pass,career_average_ppa_pass,combine_height,combine_weight,combine_forty,combine_vertical,combine_broad,combine_three_cone,combine_short_shuttle,combine_ras_score,combine_bmi,cfbd_ppa_pass_delta,college_seasons_count,college_career_dropbacks_total,college_seasons_150plus_dropbacks,traj_delta_grades_grades_pass,traj_delta_grades_ypa,traj_delta_grades_twp_rate,traj_delta_grades_accuracy_percent,pick,round,log_pick,day
Carson Conklin,carson conklin,2026,Fresno State,170765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,43.3,2.7,8.8,71.9,59.4,57.9,43.0,14.7,0.0,0.0,0.0,50.0,82.1,0.035,0.035,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Jaylen King,jaylen king,2026,Florida State,170801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,0.0,,,,,,-0.42,-0.42,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Champ Harris,champ harris,2024,Army,170979.0,43.1,38.0,60.6,2.8,10.2,7.4,13.5,3.03,54.3,14.6,30.4,31.3,-0.64,48.0,38.6,43.1,38.0,60.6,2.7999999999999994,10.2,7.400000000000001,13.5,3.03,54.29999999999999,14.6,30.399999999999995,31.3,-0.64,48.0,38.6,66.7,33.5,12.5,30.4,58.3,54.3,62.5,33.5,20.0,14.3,14.3,6.1,62.5,75.0,0.09,0.09,,,,,,,,,,0.0,1,48.0,0.0,,,,,,,,
Cale Hellums,cale hellums,2026,Army,170981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,57.8,6.6,10.7,68.6,72.3,66.0,68.6,27.3,37.5,34.5,12.7,63.6,78.9,0.406,0.406,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Samari Howard,samari howard,2026,Army,170984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Larry Robinson,larry robinson,2024,Army,171012.0,28.8,69.5,50.0,0.0,16.7,3.3,12.3,2.47,33.3,0.0,0.0,33.3,-1.94,6.0,4.2,28.8,69.5,50.0,0.0,16.7,3.2999999999999994,12.300000000000002,2.47,33.3,0.0,0.0,33.3,-1.94,6.0,4.2,,59.4,0.0,0.0,50.0,28.7,33.3,27.6,16.7,0.0,0.0,0.0,0.0,100.0,-0.391,-0.391,,,,,,,,,,0.0,1,6.0,0.0,,,,,,,,
James Wagenseller,james wagenseller,2025,Army,171026.0,60.6,60.8,100.0,0.0,0.0,0.0,1.0,2.3,100.0,0.0,,0.0,-1.84,1.0,79.2,60.6,60.8,100.0,0.0,0.0,0.0,1.0,2.3,100.0,0.0,,0.0,-1.84,1.0,79.2,,,,,100.0,60.6,,,0.0,,,,,100.0,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Tucker McDonald,tucker mcdonald,2026,Connecticut,171056.0,,,,,,,,,,,,,,,,62.2,63.2,80.0,0.0,0.0,4.0,3.0,1.72,60.0,0.0,,20.0,-1.23,5.0,68.8,,,,,66.7,79.9,,,33.3,100.0,100.0,45.0,,,,,,,,,,,,,,,2,5.0,0.0,,,,,,,,
John Neider,john neider,2026,Connecticut,171057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.9,0.0,0.0,100.0,73.1,100.0,73.1,50.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Blaze Berlowitz,blaze berlowitz,2026,New Mexico State;Vanderbilt,171066.0,,,,,,,,,,,,,,,,69.3,77.8,55.6,13.0,11.1,7.1,15.3,3.8,52.6,0.0,0.0,47.8,0.14,23.0,70.9,80.0,80.0,0.0,0.0,54.5,29.6,72.7,63.1,17.6,33.3,0.0,9.0,33.3,100.0,0.292,0.127,,,,,,,,,,0.16499999999999998,2,23.0,0.0,,,,,,,,
Jordan Faison,jordan faison,2026,Notre Dame,171081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75.4,,,0.0,,,,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kenny Minchey,kenny minchey,2026,Notre Dame,171091.0,,,,,,,,,,,,,,,,59.06666666666666,65.53333333333333,100.0,0.0,0.0,5.333333333333333,-2.0,1.8666666666666665,100.0,0.0,0.0,0.0,-0.4433333333333333,1.6666666666666667,88.89999999999999,71.4,79.5,0.0,0.0,78.9,79.6,69.2,84.7,23.1,16.7,16.7,6.2,100.0,100.0,0.436,0.1896666666666666,,,,,,,,,,0.2463333333333334,3,3.0,0.0,,,,,,,,
Gunnar Gray,gunnar gray,2026,Buffalo,171202.0,,,,,,,,,,,,,,,,45.1,43.1,44.4,0.0,9.1,3.7,7.9,2.23,36.4,0.0,0.0,36.4,-0.2399999999999999,11.0,10.0,44.4,60.9,10.0,0.0,66.7,47.8,50.0,36.7,20.8,18.2,18.2,4.8,50.0,75.0,-0.042,-0.2485,,,,,,,,,,0.2065,2,11.0,0.0,,,,,,,,
Tyler Jefferson,tyler jefferson,2025,Central Michigan,171233.0,36.8,42.4,52.8,3.2,6.7,4.9,14.9,3.09,46.6,9.5,22.9,38.1,-0.28,84.0,54.2,36.8,42.4,52.8,3.2,6.700000000000001,4.9,14.900000000000002,3.09,46.6,9.5,22.9,38.1,-0.28,84.0,54.2,46.7,40.7,7.9,22.9,55.3,40.3,54.5,41.0,24.1,14.3,12.5,3.9,46.2,77.3,-0.112,-0.112,,,,,,,,,,0.0,1,84.0,0.0,,,,,,,,
Ethan Lane,ethan lane,2026,Central Michigan,171235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,49.5,0.0,45.9,0.0,,,,,0.0,-0.541,-0.541,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Lynel Billups-Williams,lynel billups-williams,2026,Miami (OH),171271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.4,0.0,0.0,,,,,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Josh Holst,josh holst,2026,Northern Illinois,171312.0,,,,,,,,,,,,,,,,49.2,56.3,68.0,0.9,4.8,5.3,9.2,2.83,58.0,5.0,22.6,40.0,-0.04,140.0,71.2,63.3,57.4,0.0,14.5,68.5,47.1,72.1,51.3,13.1,23.5,22.2,8.1,47.8,78.4,0.084,0.1345,,,,,,,,,,-0.0505,2,140.0,0.0,,,,,,,,
Cole Feuerbacher,cole feuerbacher,2026,Missouri State,171447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54.5,0.0,0.0,83.3,65.4,100.0,67.4,12.5,0.0,0.0,0.0,,100.0,0.179,0.179,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Devon Dampier,devon dampier,2026,New Mexico;Utah,171556.0,,,,,,,,,,,,,,,,76.83465346534653,88.43069306930693,67.32970297029703,4.450495049504951,2.3495049504950494,7.252475247524752,12.010891089108911,2.8704950495049504,58.33168316831683,1.5653465346534654,6.165346534653465,47.91089108910891,0.1232673267326732,384.4059405940594,83.02673267326733,41.4,34.1,8.1,8.5,76.5,90.2,74.7,61.8,16.0,31.5,24.2,10.7,57.3,83.9,0.27,0.3606666666666666,,,,,,,,,,-0.09066666666666656,3,505.0,1.0,,,,,,,,
Jaden Rashada,jaden rashada,2024,Arizona State,171886.0,43.8,47.2,61.8,3.5,4.0,5.9,9.0,2.67,53.7,6.3,18.8,29.5,-0.31,95.0,72.5,43.8,47.2,61.8,3.5,4.0,5.9,9.0,2.67,53.7,6.3,18.8,29.5,-0.31,95.0,72.5,53.3,62.4,0.0,18.8,63.9,37.4,47.6,55.0,17.1,35.7,18.8,15.0,33.3,61.9,0.197,0.197,,,,,,,,,,0.0,1,95.0,0.0,,,,,,,,
Ryan Staub,ryan staub,2026,Colorado,171906.0,,,,,,,,,,,,,,,,60.78000000000001,55.79090909090909,61.35272727272727,2.0945454545454543,1.7454545454545454,5.585454545454546,7.420000000000001,2.4901818181818176,50.18181818181818,10.896363636363638,30.49818181818182,29.13636363636364,-0.4465454545454545,42.78181818181818,79.04727272727271,25.0,36.7,17.4,28.6,73.3,53.9,57.1,54.2,23.2,38.5,35.7,13.5,40.0,75.0,0.201,-0.1343333333333333,,,,,,,,,,0.3353333333333333,3,55.0,0.0,,,,,,,,
Asaad Waseem,asaad waseem,2026,Florida Atlantic,171909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kasen Weisman,kasen weisman,2025,Florida Atlantic,171910.0,59.2,57.7,67.2,5.1,5.7,5.6,9.8,3.51,52.7,1.2,2.6,39.8,-0.12,83.0,61.5,59.2,57.7,67.2,5.1,5.7,5.6,9.8,3.51,52.7,1.2,2.6,39.8,-0.12,83.0,61.5,56.5,42.1,9.8,2.6,73.2,73.1,69.0,72.8,14.9,27.3,27.3,6.6,64.7,73.1,-0.015,-0.015,,,,,,,,,,0.0,1,83.0,0.0,,,,,,,,
Austin Mack,austin mack,2026,Alabama,171934.0,,,,,,,,,,,,,,,,76.2,76.6,66.7,33.3,0.0,13.0,21.3,2.73,66.7,0.0,,66.7,1.43,3.0,149.3,80.0,39.0,0.0,23.1,84.0,76.0,88.9,61.7,9.4,33.3,0.0,11.3,75.0,81.8,0.399,0.9675,,,,,,,,,,-0.5685,2,3.0,0.0,,,,,,,,
Jaylen Raynor,jaylen raynor,2026,Arkansas State,172203.0,,,,,,,,,,,,,,,,70.77282479141836,76.15899880810488,69.45733015494636,4.9246722288438605,3.600834326579261,7.523837902264601,11.04517282479142,2.80238379022646,60.35399284862932,6.801668653158522,19.03766388557807,43.12467222884386,0.0441835518474374,435.7246722288439,89.24219308700836,69.7,41.2,5.9,19.4,74.4,77.2,71.9,64.5,13.1,34.8,21.5,9.7,58.2,82.3,0.173,0.2566666666666666,,,,,,,,,,-0.08366666666666661,3,839.0,2.0,,,,,,,,
Lacota Dippre,lacota dippre,2026,James Madison,172212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Colton Joseph,colton joseph,2026,Old Dominion,172283.0,,,,,,,,,,,,,,,,54.6,67.8,65.4,2.6,7.0,7.3,10.4,2.87,59.9,6.7,19.4,43.5,0.11,269.0,89.6,53.5,51.5,4.3,20.2,67.2,76.7,64.0,70.0,22.3,40.0,21.3,13.4,60.8,78.7,0.444,0.3895,,,,,,,,,,0.05449999999999999,2,269.0,1.0,,,,,,,,
Gio Lopez,gio lopez,2026,North Carolina;South Alabama,172309.0,,,,,,,,,,,,,,,,70.72988235294117,81.88705882352942,74.52541176470588,5.110352941176471,2.931764705882353,8.13505882352941,8.826588235294118,2.841623529411765,66.11105882352942,3.7454117647058816,11.282352941176471,49.19223529411764,0.1911058823529411,309.4047058823529,102.13435294117647,62.7,61.1,3.5,16.2,80.0,73.7,74.2,63.3,15.3,30.0,20.5,7.2,62.7,84.7,,,,,,,,,,,,,3,425.0,1.0,,,,,,,,
JD Sherrod,jd sherrod,2025,Kent State,172365.0,32.6,57.1,33.3,0.0,11.1,2.6,15.8,2.5,28.6,11.1,20.0,22.2,-0.88,9.0,39.6,32.6,57.1,33.3,0.0,11.1,2.6,15.800000000000002,2.5,28.600000000000005,11.1,20.0,22.2,-0.88,9.0,39.6,50.0,38.7,20.0,20.0,25.0,41.6,50.0,34.6,28.6,0.0,0.0,0.0,100.0,33.3,-0.467,-0.467,,,,,,,,,,0.0,1,9.0,0.0,,,,,,,,
Eli Holstein,eli holstein,2026,Pittsburgh,172381.0,,,,,,,,,,,,,,,,57.1,63.1,69.4,3.9,5.3,7.7,9.5,2.91,61.7,6.0,17.2,46.7,0.09,349.0,95.0,53.6,45.0,9.4,18.0,75.3,56.3,73.1,63.4,14.3,50.0,35.0,21.4,52.9,77.8,0.381,0.319,,,,,,,,,,0.062,2,349.0,1.0,,,,,,,,
Dylan Lonergan,dylan lonergan,2026,Alabama;Boston College,172386.0,,,,,,,,,,,,,,,,61.0,67.63333333333334,87.01111111111112,0.0,0.0,4.288888888888888,3.333333333333333,2.1366666666666667,87.01111111111112,0.0,0.0,66.64444444444445,0.4,5.888888888888889,84.6222222222222,68.3,57.5,3.9,21.1,75.3,74.9,77.7,74.1,10.2,41.4,29.0,11.7,61.5,78.6,0.233,0.2309999999999999,,,,,,,,,,0.002000000000000113,3,9.0,0.0,,,,,,,,
Malachi Singleton,malachi singleton,2026,Arkansas;Purdue,172426.0,,,,,,,,,,,,,,,,69.0,80.9,77.8,3.3,2.6,12.3,12.6,2.72,75.0,16.7,54.5,50.0,0.3,36.0,127.7,54.5,47.9,5.9,8.8,80.0,77.3,78.9,69.6,21.9,50.0,14.3,12.1,50.0,84.2,-0.039,0.294,,,,,,,,,,-0.33299999999999996,2,36.0,0.0,,,,,,,,
Hank Brown,hank brown,2026,Auburn;Iowa,172439.0,,,,,,,,,,,,,,,,64.11818181818182,64.0,74.43636363636364,5.254545454545455,5.318181818181818,9.927272727272728,8.60909090909091,2.2209090909090907,64.78181818181818,0.0,0.0,49.11818181818182,0.2581818181818182,38.63636363636363,105.54545454545456,50.0,48.4,0.0,0.0,73.3,69.1,80.0,68.2,4.8,0.0,0.0,0.0,50.0,80.0,0.135,0.3113333333333333,,,,,,,,,,-0.1763333333333333,3,55.0,0.0,,,,,,,,
Rickie Collins,rickie collins,2026,LSU;Syracuse,172474.0,,,,,,,,,,,,,,,,70.94,66.4,100.0,0.0,0.0,5.9,1.58,2.42,100.0,0.0,0.0,50.0,-0.18,6.8,92.48,51.0,29.5,6.4,16.7,68.8,59.8,56.8,44.5,18.8,26.5,15.8,8.1,51.4,78.0,0.013,-0.161,,,,,,,,,,0.17400000000000002,3,10.0,0.0,,,,,,,,
Chris Parson,chris parson,2025,Mississippi State,172551.0,38.0,69.0,0.0,0.0,0.0,0.0,23.5,1.9,0.0,0.0,,0.0,-1.53,2.0,39.6,48.78378378378378,53.01351351351352,55.148648648648646,3.4054054054054053,10.216216216216216,3.5945945945945947,9.87837837837838,3.4608108108108118,38.5,10.783783783783784,19.0,21.66216216216216,-0.6975675675675675,33.21621621621622,13.775675675675677,,,,,0.0,38.0,0.0,45.9,50.0,0.0,0.0,0.0,,0.0,-0.515,-0.383,,,,,,,,,,-0.132,2,37.0,0.0,-11.399999999999999,-3.8,-10.8,-58.3,,,,
Creed Whittemore,creed whittemore,2024,Mississippi State,172560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Beau Sparks,beau sparks,2026,Texas State,173021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,100.0,,100.0,72.6,,60.0,0.0,,,,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Ui Ale,ui ale,2026,Houston;Troy,173036.0,,,,,,,,,,,,,,,,64.77999999999999,64.66799999999999,69.37599999999999,0.0,4.004,8.6,8.432,2.6292,65.06400000000001,7.98,29.648,48.02,0.14,12.68,124.004,,44.4,0.0,75.0,70.0,62.8,66.7,69.0,18.2,50.0,0.0,0.0,50.0,100.0,-0.427,0.0163333333333333,,,,,,,,,,-0.4433333333333333,3,25.0,0.0,,,,,,,,
Ja'koby Banks,jakoby banks,2025,Memphis,173037.0,54.8,56.1,0.0,0.0,0.0,0.0,15.0,3.7,0.0,0.0,,0.0,-0.75,1.0,39.6,54.8,56.1,0.0,0.0,0.0,0.0,15.0,3.7,0.0,0.0,,0.0,-0.75,1.0,39.6,,,,,0.0,54.8,,,0.0,,,,0.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Cole Ballard,cole ballard,2026,Kansas,173062.0,,,,,,,,,,,,,,,,58.60175438596492,56.0859649122807,71.37017543859649,4.473684210526315,6.491228070175438,7.973684210526316,9.66842105263158,3.0963157894736844,59.00175438596491,8.771929824561404,26.3,45.61228070175439,0.047719298245614,44.719298245614034,66.52456140350877,100.0,78.8,0.0,16.7,50.0,51.3,75.0,72.7,31.8,28.6,14.3,7.0,0.0,75.0,-0.038,0.3536666666666666,,,,,,,,,,-0.39166666666666655,3,57.0,0.0,,,,,,,,
Avery Johnson,avery johnson,2026,Kansas State,173108.0,,,,,,,,,,,,,,,,70.93908523908523,79.96237006237006,71.04968814968815,3.9748440748440745,3.41975051975052,7.214968814968815,9.414968814968816,3.073950103950103,57.29043659043659,2.714968814968816,9.244906444906444,45.32931392931393,0.1079625779625779,358.55509355509355,93.16091476091476,56.7,34.0,9.9,9.5,75.8,85.7,70.4,69.6,13.7,48.9,30.6,14.7,63.8,78.7,0.211,0.2653333333333333,,,,,,,,,,-0.05433333333333332,3,481.0,1.0,,,,,,,,
Arch Manning,arch manning,2026,Texas,173162.0,,,,,,,,,,,,,,,,80.17037037037036,86.47685185185185,74.13425925925925,5.985185185185186,1.7768518518518517,10.114814814814816,11.210185185185184,2.7672222222222222,65.99814814814815,6.452777777777778,25.15648148148148,53.73333333333333,0.3194444444444444,94.9074074074074,121.84166666666664,67.0,58.7,6.7,13.3,75.0,89.6,70.1,72.0,15.9,44.6,23.0,14.4,63.4,76.9,0.209,0.3273333333333333,,,,,,,,,,-0.11833333333333332,3,108.0,0.0,,,,,,,,
Chase Jenkins,chase jenkins,2026,Rice,173242.0,,,,,,,,,,,,,,,,54.0,66.4,68.4,10.5,7.4,5.299999999999999,8.4,2.92,68.4,11.5,25.0,26.9,-0.32,26.0,59.10000000000001,51.2,55.2,1.3,16.4,82.6,73.8,75.0,61.8,15.7,37.0,20.7,11.4,40.0,84.8,0.123,0.123,,,,,,,,,,0.0,2,26.0,0.0,,,,,,,,
Forrest Brock,forrest brock,2025,Temple,173260.0,68.6,60.5,65.6,1.8,2.4,5.3,6.7,2.48,58.8,7.1,20.5,33.6,-0.33,113.0,56.0,63.38939393939393,55.95151515151515,63.35454545454545,1.540909090909091,2.774242424242424,5.112878787878787,6.887121212121213,2.485757575757576,57.05833333333333,8.352272727272727,22.34242424242424,31.800757575757576,-0.4077272727272727,99.46969696969695,52.243181818181824,39.1,57.3,2.2,20.5,74.0,73.6,57.8,56.8,9.8,20.0,14.3,2.3,81.3,60.0,-0.024,-0.1255,,,,,,,,,,0.1015,2,132.0,0.0,36.199999999999996,1.2999999999999998,-2.6,15.599999999999994,,,,
Tyler Douglas,tyler douglas,2026,Temple,173265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kirk Francis,kirk francis,2026,Tulsa,173296.0,,,,,,,,,,,,,,,,69.69807228915663,68.85012048192772,65.5375903614458,6.079036144578314,4.558072289156626,6.836626506024096,11.520481927710843,2.838915662650602,58.04771084337349,4.805301204819277,16.867951807228916,38.79855421686747,-0.105855421686747,235.7036144578313,82.14096385542169,57.1,67.0,0.0,6.3,66.2,54.3,55.0,45.6,14.4,30.8,12.5,8.2,40.9,77.8,0.124,0.2233333333333333,,,,,,,,,,-0.0993333333333333,3,415.0,1.0,,,,,,,,
Kam Shanks,kam shanks,2025,UAB,173347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Amare Thomas,amare thomas,2026,Houston,173349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Lucian Anderson III,lucian anderson iii,2026,Bowling Green,173364.0,,,,,,,,,,,,,,,,47.6,66.2,54.5,0.0,0.0,2.7,6.8,3.25,41.7,12.5,28.6,25.0,-0.64,16.0,42.4,0.0,28.4,8.3,40.0,78.4,71.2,100.0,67.4,9.8,0.0,10.0,0.0,77.8,88.9,0.101,-0.1135,,,,,,,,,,0.21450000000000002,2,16.0,0.0,,,,,,,,
Broc Lowry,broc lowry,2026,Indiana;Western Michigan,173383.0,,,,,,,,,,,,,,,,56.010000000000005,79.06,64.0,0.0,0.0,3.2299999999999995,2.74,2.466,55.0,9.989999999999998,50.0,19.98,-0.345,8.2,60.67,55.1,56.1,0.0,16.8,78.3,81.8,75.0,75.3,12.5,39.4,21.4,12.4,56.9,85.1,0.158,0.0243333333333333,,,,,,,,,,0.1336666666666667,3,10.0,0.0,,,,,,,,
Ahmad Haston,ahmad haston,2025,Massachusetts,173396.0,70.6,83.3,88.9,0.0,0.0,4.3,3.7,2.64,88.9,0.0,0.0,66.7,0.06,12.0,84.7,65.14571428571428,65.55714285714286,80.75142857142858,0.0,2.628571428571429,8.30857142857143,6.92,3.113142857142857,72.99714285714288,2.8257142857142856,6.571428571428571,48.56285714285715,-0.0385714285714285,19.228571428571428,103.82285714285716,100.0,61.0,0.0,0.0,87.5,70.6,75.0,71.0,11.1,0.0,0.0,0.0,,100.0,0.673,0.4275,,,,,,,,,,0.24550000000000005,2,35.0,0.0,8.299999999999997,-6.1000000000000005,-4.0,12.400000000000006,,,,
Max Shikenjanski,max shikenjanski,2026,Minnesota,173421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,58.9,0.0,50.0,100.0,83.7,100.0,83.7,20.0,100.0,100.0,52.0,,100.0,0.427,0.427,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Darius Taylor,darius taylor,2025,Minnesota,173422.0,72.6,82.5,100.0,0.0,0.0,10.0,18.0,2.6,100.0,0.0,,100.0,2.65,1.0,147.9,72.6,82.5,100.0,0.0,0.0,10.0,18.0,2.6,100.0,0.0,,100.0,2.65,1.0,147.9,,,,,100.0,72.6,100.0,72.6,0.0,,,,100.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
CJ Tiller,cj tiller,2024,Boise State,173449.0,55.8,56.1,57.1,4.3,0.0,5.6,3.8,2.76,57.1,8.0,16.7,32.0,-0.35,25.0,53.1,55.8,56.1,57.1,4.3,0.0,5.6,3.8,2.76,57.1,8.0,16.7,32.0,-0.35,25.0,53.1,50.0,62.3,0.0,16.7,63.6,49.4,45.5,57.4,4.8,0.0,0.0,0.0,50.0,45.5,0.128,0.128,,,,,,,,,,0.0,1,25.0,0.0,,,,,,,,
Jackson Brousseau,jackson brousseau,2026,Colorado State,173480.0,,,,,,,,,,,,,,,,51.83333333333333,50.488888888888894,73.33333333333333,0.0,11.122222222222224,3.2777777777777777,3.955555555555555,2.9744444444444444,50.0,0.0,0.0,44.47777777777778,-0.5100000000000001,5.888888888888889,28.27777777777778,72.5,55.1,2.6,19.4,80.5,57.4,71.2,66.1,12.4,32.0,16.7,9.3,74.1,84.5,0.157,-0.511,,,,,,,,,,0.668,3,9.0,0.0,,,,,,,,
Jayden Mandal,jayden mandal,2025,Fresno State,173516.0,35.9,39.8,50.0,0.0,15.4,4.3,12.9,3.27,44.4,9.1,20.0,36.4,-0.89,11.0,17.6,35.9,39.8,50.0,0.0,15.4,4.3,12.9,3.27,44.4,9.1,20.0,36.4,-0.8900000000000001,11.0,17.6,66.7,35.0,16.7,20.0,40.0,46.6,100.0,72.5,11.1,0.0,0.0,0.0,25.0,100.0,-0.226,-0.226,,,,,,,,,,0.0,1,11.0,0.0,,,,,,,,
Ethan Crawford,ethan crawford,2025,Southern Miss,173571.0,55.2,65.5,56.0,7.2,5.5,7.0,13.4,3.04,41.7,16.5,29.5,26.6,-0.44,158.0,41.7,52.84761904761905,64.85619047619048,55.62857142857143,6.060952380952382,5.02952380952381,6.950476190476191,12.88,3.1613333333333333,43.06190476190476,16.698095238095238,29.87142857142857,28.110476190476195,-0.4003809523809524,131.75238095238095,55.46761904761905,50.0,38.8,6.5,29.5,59.7,72.9,54.7,55.8,27.5,36.4,25.7,9.5,58.3,57.9,-0.065,0.0264999999999999,,,,,,,,,,-0.0914999999999999,2,210.0,1.0,9.5,0.20000000000000018,1.9,1.5,,,,
Zach Marker,zach marker,2026,Delaware,173615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,62.5,61.6,,,12.5,0.0,0.0,0.0,,80.0,-0.239,0.2283333333333333,,,,,,,,,,-0.46733333333333327,1,0.0,0.0,,,,,,,,
Nick Minicucci,nick minicucci,2026,Delaware,173617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,48.6,4.7,16.8,75.1,73.2,67.8,62.5,14.8,40.8,22.2,11.8,52.2,84.6,0.247,0.125,,,,,,,,,,0.122,1,0.0,0.0,,,,,,,,
Jake Strong,jake strong,2024,Texas Tech,173651.0,35.1,36.2,59.0,4.5,11.8,6.3,11.2,2.38,53.8,1.5,9.1,40.9,-0.18,66.0,45.0,35.1,36.2,59.0,4.5,11.8,6.3,11.2,2.38,53.8,1.5,9.1,40.9,-0.18,66.0,45.0,28.6,34.7,16.7,9.1,63.0,39.6,50.0,43.3,21.5,21.4,21.4,10.8,40.0,73.1,0.449,0.449,,,,,,,,,,0.0,1,66.0,0.0,,,,,,,,
Jackson Arnold,jackson arnold,2026,Auburn;Oklahoma,173684.0,,,,,,,,,,,,,,,,59.05321782178218,64.32450495049505,72.97648514851485,3.176485148514852,2.967079207920792,6.157425742574257,8.238366336633662,2.965742574257426,62.82871287128712,9.646782178217824,24.38391089108911,36.67252475247525,-0.2471287128712871,279.3514851485148,89.45247524752476,62.5,33.3,3.8,33.0,75.6,68.9,71.3,55.6,10.7,47.8,17.2,14.8,44.8,78.2,0.106,0.1846666666666666,,,,,,,,,,-0.0786666666666666,3,404.0,1.0,,,,,,,,
Hollywood Smothers,hollywood smothers,2026,NC State,173719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60.4,,,0.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Aidan Chiles,aidan chiles,2026,Michigan State;Oregon State,173727.0,,,,,,,,,,,,,,,,64.90096153846153,74.0576923076923,68.73509615384616,3.9615384615384617,4.817307692307692,7.63125,10.260576923076922,3.036490384615384,60.23894230769231,7.432211538461539,21.030288461538458,45.23509615384615,0.0113942307692307,340.4807692307692,87.08028846153846,48.8,28.9,6.4,21.3,76.9,73.9,79.5,61.4,16.2,30.3,12.5,10.4,53.7,85.7,0.343,0.393,,,,,,,,,,-0.04999999999999999,3,416.0,1.0,,,,,,,,
